,Homeowner,Number_of_Children,Income,Gender,Wealth,Avg_Home_Value,Median_Family_Income,Average_Family_Income,Number_of_Promotions,Lifetime_Gifts_TD,Max_Gifts_TD,Recent_Gift,Months_Since_Last_Donation,Timelag,Avg_Gift,Donor,Donation_Amt,Percent_Donation
1032,1,1,4,0,7,808,400,447,63,74.0,14.0,14.0,31,5,7.4,1,10.0,2.237136465324385
1033,1,1,4,1,1,521,276,294,110,186.0,11.0,10.0,35,8,6.0,1,3.0,1.0204081632653061
1035,1,1,4,1,5,556,297,310,140,1012.0,90.0,90.0,32,4,16.86666667,1,20.0,6.451612903225806
1036,1,1,5,0,8,567,318,363,33,32.0,5.0,5.0,31,1,3.5555555560000003,1,4.0,1.1019283746556474
1039,0,1,2,1,8,532,330,356,24,80.0,20.0,20.0,28,1,20.0,1,20.0,5.617977528089887
1040,1,1,6,0,9,5855,1211,1085,43,180.0,40.0,40.0,30,9,20.0,1,36.0,3.317972350230415
1042,1,1,4,1,8,737,337,377,37,59.0,10.0,10.0,30,3,7.375,1,15.0,3.978779840848806
1045,0,1,2,1,1,806,223,277,59,247.0,26.0,26.0,29,3,15.4375,1,28.0,10.108303249097473
1047,1,1,4,0,0,727,293,339,70,89.0,10.0,10.0,31,2,6.846153846,1,12.0,3.5398230088495577
1048,1,1,4,1,5,923,343,403,48,124.0,20.0,20.0,37,4,17.71428571,1,15.0,3.722084367245657
1049,0,1,4,1,0,606,247,289,44,218.0,50.0,50.0,30,8,24.22222222,1,50.0,17.301038062283737
1053,1,1,3,0,8,1238,318,396,29,82.0,15.0,15.0,31,2,10.25,1,15.0,3.787878787878788
1056,1,1,7,1,9,2214,711,829,140,389.0,140.0,28.0,20,24,32.41666667,1,50.0,6.031363088057901
1057,1,1,3,1,1,606,200,237,76,160.0,10.0,10.0,30,7,7.619047619,1,10.0,4.219409282700422
1060,0,1,2,1,8,401,325,379,54,104.0,10.0,6.0,19,1,6.933333332999999,1,6.0,1.58311345646438
1062,1,1,3,1,6,584,417,458,61,113.0,10.0,5.0,35,30,5.947368421,1,6.0,1.3100436681222707
1064,1,1,6,1,3,1137,324,352,98,406.0,15.0,14.0,29,4,8.826086957000001,1,10.0,2.840909090909091
1065,1,1,4,1,3,513,295,338,79,222.0,8.0,5.0,35,4,5.285714286,1,5.0,1.4792899408284024
1067,0,1,2,1,8,521,282,357,14,25.0,25.0,25.0,37,5,25.0,1,30.0,8.403361344537815
1070,1,1,6,1,5,1342,349,371,72,141.0,10.0,10.0,31,1,7.05,1,9.0,2.4258760107816713
1072,1,1,7,0,5,689,280,326,58,190.0,15.0,10.0,37,3,9.5,1,15.0,4.601226993865031
1074,1,1,2,0,8,981,263,419,66,81.0,7.0,5.0,34,5,4.7647058819999994,1,5.0,1.1933174224343674
1075,0,1,5,1,5,735,310,358,74,74.0,5.0,3.0,30,7,3.083333333,1,3.0,0.8379888268156425
1076,1,1,2,0,0,479,167,225,71,149.0,9.0,9.0,31,7,6.208333333,1,5.0,2.2222222222222223
1077,1,1,5,1,8,2463,406,460,86,305.0,11.0,10.0,17,7,8.714285713999999,1,10.0,2.1739130434782608
1078,1,1,4,1,5,484,314,347,51,140.0,12.0,7.0,32,10,8.235294117999999,1,11.0,3.170028818443804
1081,1,1,5,1,8,1225,484,570,29,46.0,7.0,5.0,34,2,5.75,1,6.0,1.0526315789473684
1082,1,1,4,1,8,494,397,388,58,117.0,20.0,20.0,31,7,11.7,1,10.0,2.5773195876288657
1083,1,1,4,1,0,614,166,182,68,267.0,30.0,6.0,30,2,9.888888889,1,6.0,3.296703296703297
1084,1,1,3,1,8,746,305,377,55,95.0,10.0,10.0,28,9,5.9375,1,10.0,2.6525198938992043
1085,1,1,7,1,8,890,448,498,47,62.0,10.0,9.0,37,3,6.8888888889999995,1,9.0,1.8072289156626504
1088,0,1,3,0,5,492,224,286,65,119.0,14.0,14.0,31,14,9.916666667000001,1,10.0,3.4965034965034967
1089,1,1,7,1,8,2174,1010,987,22,45.0,25.0,25.0,34,2,22.5,1,30.0,3.0395136778115504
1090,1,1,2,1,8,1539,358,391,37,115.0,25.0,25.0,28,4,19.16666667,1,25.0,6.3938618925831205
1093,0,1,3,1,8,956,371,409,31,55.0,15.0,15.0,30,7,9.166666667000001,1,10.0,2.444987775061125
1094,1,1,4,1,3,1105,496,599,58,202.0,10.0,7.0,17,3,6.733333332999999,1,7.0,1.1686143572621035
1095,1,1,2,1,7,536,353,376,50,74.0,16.0,15.0,33,3,10.57142857,1,15.0,3.9893617021276597
1098,1,1,3,0,8,718,313,364,49,66.0,9.0,9.0,31,3,6.0,1,7.0,1.9230769230769231
1099,1,1,4,1,8,2907,701,781,43,103.0,20.0,15.0,29,7,11.44444444,1,15.0,1.9206145966709345
1101,0,1,1,0,8,1375,171,221,53,56.0,14.0,14.0,29,5,7.0,1,9.0,4.072398190045249
1104,1,1,6,1,8,1194,587,636,61,159.0,20.0,20.0,37,6,13.25,1,19.0,2.9874213836477987
1105,0,1,5,1,8,514,282,346,32,27.0,15.0,15.0,36,22,9.0,1,15.0,4.335260115606936
1107,1,1,7,1,9,874,601,629,73,231.0,35.0,30.0,28,4,19.25,1,15.0,2.384737678855326
1108,1,1,4,1,8,1875,690,773,67,101.0,9.0,5.0,31,12,6.733333332999999,1,5.0,0.646830530401035
1109,1,1,5,1,5,325,219,285,56,104.0,13.0,10.0,30,1,9.454545455,1,15.0,5.263157894736842
1113,1,1,2,1,3,816,268,331,74,215.0,20.0,6.0,28,12,8.958333332999999,1,6.0,1.812688821752266
1120,0,1,1,0,1,368,214,256,56,327.0,50.0,50.0,37,13,40.875,1,200.0,78.125
1123,1,1,4,1,4,2577,399,447,81,177.0,12.0,12.0,30,3,8.045454546,1,15.0,3.3557046979865772
1124,1,1,4,1,5,645,339,420,44,62.0,15.0,15.0,34,15,10.33333333,1,15.0,3.571428571428571
1125,1,1,3,0,8,329,192,202,21,25.0,20.0,20.0,30,7,12.5,1,15.0,7.425742574257425
1126,1,1,4,1,4,936,213,213,62,275.0,24.0,16.0,30,4,11.45833333,1,18.0,8.450704225352112
1127,1,1,6,0,8,1398,471,471,132,286.0,20.0,15.0,22,6,9.225806452,1,10.0,2.1231422505307855
1128,1,1,4,0,1,1691,324,382,45,124.0,31.0,31.0,33,5,20.66666667,1,20.0,5.2356020942408374
1129,1,1,5,0,7,978,348,426,67,147.0,15.0,9.0,28,5,9.1875,1,8.0,1.8779342723004695
1130,1,1,2,1,3,321,180,258,50,68.0,16.0,16.0,36,11,13.6,1,16.0,6.2015503875969
1131,1,1,4,1,0,389,138,205,63,93.0,5.0,5.0,33,3,3.576923077,1,5.0,2.4390243902439024
1133,1,1,4,0,8,464,391,432,101,257.0,17.0,14.0,30,5,11.68181818,1,10.0,2.314814814814815
1134,1,1,3,1,0,573,321,351,108,164.0,10.0,9.0,31,0,5.290322581,1,3.0,0.8547008547008548
1135,0,1,3,1,8,639,326,323,24,49.0,15.0,10.0,28,3,12.25,1,10.0,3.0959752321981426
1138,1,1,1,1,0,875,268,350,66,104.0,15.0,15.0,29,11,11.55555556,1,15.0,4.285714285714286
1139,0,1,2,1,8,596,279,353,62,62.0,7.0,3.0,29,9,3.4444444439999997,1,5.0,1.41643059490085
1141,1,1,7,1,8,819,508,541,57,144.0,25.0,25.0,31,10,11.07692308,1,25.0,4.621072088724584
1142,0,1,2,0,1,395,217,269,63,64.0,6.0,6.0,31,9,3.5555555560000003,1,4.0,1.486988847583643
1143,1,1,5,0,1,444,209,255,61,130.0,15.0,13.0,36,7,10.83333333,1,15.0,5.88235294117647
1144,0,1,1,0,8,232,120,209,40,100.0,8.0,6.0,33,1,5.555555556,1,5.0,2.3923444976076556
1145,1,1,4,0,8,3686,828,903,16,20.0,20.0,20.0,37,5,20.0,1,20.0,2.2148394241417497
1149,1,1,2,1,2,871,244,299,56,114.0,14.0,10.0,31,6,10.36363636,1,12.0,4.013377926421405
1150,1,1,4,1,8,644,361,365,31,66.0,12.0,12.0,31,6,11.0,1,11.0,3.0136986301369864
1154,1,1,4,0,1,389,222,251,46,107.0,20.0,10.0,33,10,8.230769231,1,10.0,3.9840637450199203
1155,1,1,1,1,9,1999,684,768,48,77.0,20.0,20.0,30,7,11.0,1,20.0,2.604166666666667
1156,1,1,5,1,8,599,551,540,56,172.0,20.0,20.0,30,5,13.23076923,1,18.0,3.3333333333333335
1157,1,1,4,0,6,0,68,89,58,82.0,6.0,6.0,30,2,4.555555556,1,5.0,5.617977528089887
1160,1,1,1,0,8,389,276,313,32,35.0,10.0,5.0,28,16,5.0,1,6.0,1.9169329073482428
1163,0,1,1,1,2,489,274,304,53,161.0,16.0,16.0,30,3,10.73333333,1,15.0,4.934210526315789
1164,1,1,1,1,8,709,349,415,22,26.0,16.0,16.0,36,7,13.0,1,20.0,4.819277108433735
1165,1,1,4,1,1,1351,462,439,36,49.0,6.0,4.0,35,5,4.454545455,1,8.0,1.8223234624145785
1168,1,1,5,1,8,2165,373,420,15,20.0,20.0,20.0,37,5,20.0,1,10.0,2.380952380952381
1169,1,1,1,0,2,549,281,330,71,120.0,10.0,10.0,37,9,7.5,1,5.0,1.5151515151515151
1170,1,1,4,1,8,1663,358,405,14,20.0,20.0,20.0,36,5,20.0,1,5.0,1.2345679012345678
1171,1,1,4,0,3,657,272,329,49,74.0,10.0,10.0,31,4,7.4,1,8.0,2.43161094224924
1176,1,1,4,1,1,395,266,307,42,107.0,25.0,3.0,28,2,15.28571429,1,5.0,1.6286644951140066
1177,1,1,6,0,8,949,481,497,58,75.0,10.0,10.0,31,14,6.818181817999999,1,10.0,2.0120724346076457
1178,0,1,3,1,8,867,255,312,37,96.0,16.0,6.0,28,3,9.6,1,2.0,0.641025641025641
1179,1,1,7,0,8,2797,780,782,23,45.0,25.0,25.0,34,2,15.0,1,15.0,1.9181585677749362
1180,1,1,3,1,7,1315,416,464,62,80.0,6.0,5.0,28,26,4.444444444,1,5.0,1.0775862068965518
1181,1,1,4,1,6,879,340,436,38,37.0,5.0,5.0,30,9,4.1111111110000005,1,5.0,1.146788990825688
1184,1,1,4,1,8,2015,439,475,74,132.5,8.0,5.0,31,4,5.3,1,6.0,1.263157894736842
1187,1,1,2,1,1,592,223,254,47,47.0,5.0,5.0,31,7,3.357142857,1,5.0,1.968503937007874
1188,1,1,1,1,7,737,317,399,70,165.0,8.0,8.0,20,2,4.852941177,1,8.0,2.0050125313283207
1190,1,1,2,1,8,822,383,442,44,46.0,10.0,5.0,31,8,5.75,1,11.0,2.48868778280543
1191,1,1,4,0,8,511,260,306,58,99.0,10.0,9.0,28,13,7.615384615,1,7.0,2.287581699346405
1196,1,1,5,0,8,1915,428,481,16,20.0,20.0,20.0,37,5,20.0,1,15.0,3.118503118503119
1202,0,1,1,0,5,546,385,423,73,140.0,20.0,10.0,31,4,7.0,1,9.0,2.127659574468085
1210,1,1,5,0,8,630,249,319,23,30.0,10.0,10.0,29,5,10.0,1,15.0,4.702194357366771
1211,1,1,7,1,9,1665,579,635,53,61.0,25.0,25.0,37,34,12.2,1,20.0,3.149606299212598
1213,0,1,2,0,7,1293,531,590,59,400.0,58.0,52.0,34,7,36.36363636,1,53.0,8.983050847457626
1214,1,1,3,0,8,769,334,421,75,134.0,12.0,11.0,30,5,6.380952381,1,16.0,3.800475059382423
1215,1,1,5,0,8,1578,381,429,67,92.0,16.0,12.0,28,6,10.22222222,1,12.5,2.9137529137529135
1216,1,1,5,1,9,1123,600,648,54,70.0,15.0,15.0,33,16,10.0,1,20.0,3.0864197530864197
1220,1,1,4,0,8,944,407,438,25,37.0,11.0,10.0,36,6,9.25,1,10.0,2.28310502283105
1222,1,1,5,1,5,593,410,402,86,261.0,25.0,25.0,31,6,7.25,1,25.0,6.218905472636816
1223,1,1,3,0,5,514,337,374,58,117.0,10.0,7.0,34,2,7.3125,1,7.0,1.8716577540106951
1225,0,1,1,1,8,344,252,338,49,60.0,10.0,10.0,30,2,10.0,1,10.0,2.9585798816568047
1227,0,1,2,0,8,470,277,317,73,287.5,10.0,5.0,28,6,5.227272727,1,5.0,1.5772870662460567
1228,1,1,5,0,8,1061,424,453,37,31.0,5.0,5.0,29,4,3.875,1,4.0,0.8830022075055187
1232,1,1,2,1,8,903,457,489,63,245.0,20.0,10.0,35,17,11.13636364,1,13.0,2.658486707566462
1238,0,1,5,1,8,766,382,441,67,118.0,12.0,10.0,28,9,8.428571429,1,10.0,2.2675736961451247
1242,1,1,4,0,5,856,284,329,109,825.0,175.0,25.0,17,12,48.52941177,1,36.0,10.94224924012158
1243,1,1,2,1,8,1718,672,781,20,25.0,15.0,15.0,30,12,12.5,1,15.0,1.9206145966709345
1244,1,1,3,0,4,737,254,296,63,132.0,13.0,5.0,31,26,7.333333333,1,5.0,1.6891891891891893
1248,1,1,4,1,8,517,246,232,43,79.0,14.0,14.0,31,12,9.875,1,13.0,5.603448275862069
1251,1,1,4,1,7,664,350,362,76,252.0,26.0,22.0,30,4,14.82352941,1,22.0,6.077348066298343
1252,0,1,7,1,8,382,198,236,32,45.0,10.0,10.0,30,2,7.5,1,8.0,3.389830508474576
1253,1,1,2,1,0,457,220,271,68,75.0,7.0,4.0,29,20,4.4117647060000005,1,6.0,2.214022140221402
1255,0,1,1,1,4,542,241,304,94,261.0,15.0,12.0,30,1,10.875,1,15.0,4.934210526315789
1257,1,1,4,1,8,1044,366,393,68,92.0,8.0,3.0,28,3,3.407407407,1,3.0,0.7633587786259541
1259,1,1,4,0,8,1434,473,517,88,122.0,20.0,11.0,20,2,9.384615385,1,32.0,6.189555125725339
1262,1,1,4,1,8,1238,368,445,42,100.0,10.0,7.0,29,3,6.666666667,1,7.0,1.5730337078651686
1263,1,1,4,1,8,742,443,465,21,32.0,12.0,10.0,32,3,10.66666667,1,10.0,2.1505376344086025
1265,1,1,5,0,8,1530,759,813,66,83.0,7.0,7.0,28,17,5.1875,1,6.0,0.7380073800738007
1266,1,1,7,0,8,2088,804,905,59,147.0,11.0,11.0,30,5,7.736842105,1,10.0,1.1049723756906076
1267,1,1,7,0,8,616,317,362,52,60.0,5.0,5.0,30,2,4.0,1,5.0,1.3812154696132597
1268,1,1,4,0,8,850,457,463,39,43.0,10.0,3.0,30,8,4.3,1,2.0,0.4319654427645789
1271,1,1,2,1,8,1063,469,521,37,60.0,15.0,10.0,32,1,10.0,1,16.0,3.071017274472169
1273,1,1,4,0,8,2062,519,568,21,23.0,11.0,7.0,31,5,7.666666667,1,7.0,1.232394366197183
1279,1,1,4,1,8,1423,419,449,16,15.0,15.0,15.0,36,5,15.0,1,15.0,3.34075723830735
1280,0,1,4,0,9,858,564,571,46,68.0,14.0,4.0,32,6,8.5,1,12.0,2.1015761821366024
1281,0,1,2,0,2,418,256,380,84,235.0,16.0,16.0,31,9,13.82352941,1,15.0,3.9473684210526314
1282,1,1,2,1,5,1729,403,439,34,48.0,5.0,3.0,29,3,4.0,1,4.0,0.9111617312072893
1286,0,1,1,1,8,1099,470,496,25,45.0,15.0,15.0,37,3,11.25,1,10.0,2.0161290322580645
1288,1,1,3,0,8,531,348,342,34,58.0,8.0,8.0,34,5,5.8,1,10.0,2.923976608187134
1292,1,1,7,1,8,935,536,606,25,85.0,75.0,75.0,36,6,42.5,1,20.0,3.3003300330033
1293,1,1,6,0,8,2891,630,678,23,32.0,10.0,10.0,28,4,8.0,1,15.0,2.2123893805309733
1294,1,1,5,1,5,1848,416,528,70,233.0,11.0,11.0,29,4,6.852941177000001,1,8.0,1.5151515151515151
1295,1,1,3,1,9,708,343,372,83,189.0,6.0,5.0,28,3,4.973684211,1,5.0,1.3440860215053763
1297,1,1,5,0,8,1534,413,457,20,46.0,16.0,16.0,29,5,15.33333333,1,15.0,3.282275711159737
1299,1,1,5,0,5,698,354,381,59,74.0,12.0,7.0,30,14,8.222222222000001,1,7.0,1.837270341207349
1302,1,1,6,0,7,829,375,408,67,114.0,16.0,16.0,36,12,8.769230769,1,20.0,4.901960784313726
1303,1,1,4,0,8,337,174,217,32,49.0,5.0,5.0,31,3,4.454545455,1,5.0,2.3041474654377883
1304,1,1,4,0,8,803,328,388,53,69.0,20.0,20.0,37,12,13.8,1,10.0,2.5773195876288657
1306,1,1,4,1,8,932,357,427,35,33.0,5.0,5.0,31,2,3.3,1,3.0,0.702576112412178
1308,1,1,4,0,0,443,276,306,61,108.0,11.0,10.0,17,5,7.714285714,1,10.0,3.2679738562091507
1310,1,1,4,1,8,436,378,417,23,22.0,10.0,10.0,30,3,7.333333333,1,15.0,3.597122302158273
1313,1,1,4,1,6,576,361,373,49,69.0,15.0,15.0,29,7,9.857142857000001,1,15.0,4.021447721179625
1314,0,1,1,1,5,2844,385,455,62,215.0,25.0,25.0,32,8,17.91666667,1,20.0,4.395604395604396
1316,1,1,5,0,8,672,262,291,28,32.0,7.0,7.0,29,6,5.333333333,1,5.0,1.718213058419244
1317,1,1,6,1,8,3233,658,754,36,45.0,15.0,15.0,24,3,15.0,1,15.0,1.989389920424403
1318,1,1,4,1,8,4822,663,797,41,66.0,9.0,5.0,22,2,5.5,1,3.0,0.37641154328732745
1322,1,1,4,1,3,1991,353,380,51,108.0,20.0,16.0,34,15,13.5,1,14.0,3.684210526315789
1324,1,1,4,1,8,1661,311,361,55,147.0,20.0,10.0,32,12,10.5,1,10.0,2.7700831024930745
1325,0,1,4,1,8,647,399,439,32,42.0,6.0,6.0,30,1,4.666666667,1,5.0,1.1389521640091116
1327,1,1,2,0,5,873,282,320,74,197.0,10.0,5.0,36,10,5.628571429,1,5.0,1.5625
1329,1,1,4,1,8,259,170,218,25,42.0,20.0,10.0,29,3,10.5,1,16.0,7.339449541284404
1334,0,1,1,1,3,879,256,295,63,93.0,12.0,12.0,30,4,5.8125,1,11.0,3.728813559322034
1337,1,1,6,0,8,572,336,359,20,22.0,10.0,10.0,31,3,7.333333333,1,10.0,2.785515320334262
1338,0,1,2,1,0,429,295,347,136,443.0,21.0,15.0,17,6,10.54761905,1,30.0,8.645533141210375
1340,1,1,1,1,0,343,181,222,64,151.0,13.0,5.0,31,6,8.388888889,1,8.0,3.6036036036036037
1344,1,1,1,0,5,1077,331,414,83,292.0,12.0,12.0,17,2,9.733333333,1,12.0,2.898550724637681
1351,0,1,3,1,8,320,283,304,20,23.0,11.0,11.0,31,6,7.666666667,1,7.0,2.302631578947368
1352,1,1,4,0,8,383,278,330,34,57.0,25.0,25.0,37,2,11.4,1,25.0,7.575757575757576
1353,1,1,5,1,1,1046,256,267,47,202.0,41.0,20.0,32,1,12.625,1,10.0,3.7453183520599254
1357,1,1,4,1,1,302,241,290,57,127.0,12.0,6.0,28,14,8.466666667,1,5.0,1.7241379310344827
1358,1,1,4,1,2,601,252,298,81,426.0,20.0,14.0,30,9,11.51351351,1,10.0,3.3557046979865772
1359,1,1,7,1,8,1928,580,636,45,80.0,20.0,20.0,29,11,16.0,1,20.0,3.1446540880503147
1363,0,1,2,0,8,615,341,362,54,103.0,20.0,6.0,31,0,8.583333332999999,1,7.0,1.9337016574585635
1365,1,1,7,1,7,1095,462,459,62,153.0,20.0,20.0,36,24,17.0,1,20.0,4.357298474945534
1366,1,1,4,1,5,520,373,378,55,87.0,5.0,5.0,31,5,3.222222222,1,5.0,1.3227513227513228
1367,0,1,1,0,8,4009,521,588,21,75.0,50.0,50.0,31,6,37.5,1,50.0,8.503401360544217
1368,0,1,2,1,1,515,253,306,46,89.0,15.0,10.0,31,4,8.9,1,10.0,3.2679738562091507
1370,0,1,5,0,8,665,328,352,75,211.75,22.0,10.0,36,3,10.5875,1,12.0,3.4090909090909087
1371,1,1,5,1,8,2810,453,461,21,25.0,15.0,15.0,30,7,12.5,1,12.0,2.6030368763557483
1374,1,1,7,1,7,4583,512,627,61,302.0,15.0,11.0,31,2,10.06666667,1,16.0,2.5518341307814993
1376,0,1,3,1,2,655,314,360,84,235.0,25.0,10.0,30,3,5.340909091,1,3.0,0.8333333333333334
1379,1,1,1,1,8,769,478,453,20,19.0,15.0,15.0,34,9,9.5,1,15.0,3.3112582781456954
1380,1,1,4,1,4,1367,384,409,33,58.0,12.0,10.0,29,7,9.666666667000001,1,10.0,2.444987775061125
1381,1,1,2,1,3,545,304,350,80,153.0,10.0,10.0,30,10,5.884615385,1,10.0,2.857142857142857
1382,0,1,3,0,0,473,215,259,44,103.0,15.0,14.0,28,14,6.8666666670000005,1,8.0,3.088803088803089
1384,1,1,4,0,8,510,256,311,35,52.0,10.0,10.0,30,3,8.666666667000001,1,6.0,1.929260450160772
1385,1,1,4,0,8,1013,416,471,76,110.0,20.0,20.0,19,2,13.75,1,10.0,2.1231422505307855
1387,1,1,7,1,8,2177,443,505,43,40.0,10.0,5.0,32,12,6.666666667,1,10.0,1.9801980198019802
1388,1,1,7,1,8,2357,597,756,24,53.0,20.0,20.0,30,6,17.66666667,1,20.0,2.6455026455026456
1389,1,1,4,1,1,751,224,295,61,126.0,8.0,3.0,19,9,4.2,1,6.0,2.0338983050847457
1393,0,1,5,1,8,3200,610,642,28,98.0,25.0,20.0,36,1,19.6,1,37.0,5.763239875389408
1394,1,1,4,0,4,586,302,348,73,122.0,11.0,8.0,30,11,7.176470588,1,8.0,2.2988505747126435
1395,0,1,1,0,6,315,176,253,60,137.0,8.0,7.0,36,4,5.956521738999999,1,5.0,1.9762845849802373
1397,0,1,4,1,8,1815,545,619,35,76.0,20.0,15.0,31,6,10.85714286,1,17.0,2.7463651050080773
1401,0,1,3,1,8,875,451,510,37,118.0,20.0,15.0,37,2,13.11111111,1,10.0,1.9607843137254901
1402,1,1,6,1,9,3541,775,807,46,91.0,25.0,25.0,31,16,18.2,1,27.0,3.3457249070631967
1405,0,1,1,1,8,799,313,302,32,145.0,35.0,25.0,31,3,24.16666667,1,20.0,6.622516556291391
1409,0,1,1,0,8,422,278,355,47,81.0,15.0,15.0,34,4,10.125,1,20.0,5.633802816901409
1410,1,1,2,1,6,1273,409,481,50,83.0,12.0,12.0,32,18,8.3,1,10.0,2.079002079002079
1412,1,1,3,1,8,851,394,417,38,61.0,21.0,15.0,31,11,15.25,1,24.0,5.755395683453238
1418,1,1,4,1,8,2601,308,348,63,96.0,30.0,20.0,34,10,13.71428571,1,25.0,7.183908045977011
1419,1,1,6,0,8,946,465,535,26,76.0,25.0,21.0,28,7,19.0,1,35.0,6.5420560747663545
1422,0,1,1,0,1,324,258,299,68,71.0,10.0,2.0,32,6,4.4375,1,5.0,1.6722408026755853
1424,1,1,4,0,8,584,298,299,46,79.0,7.0,7.0,30,6,5.266666667,1,5.0,1.6722408026755853
1425,1,1,6,1,8,0,0,0,59,143.0,20.0,10.0,37,20,8.9375,1,5.0,inf
1427,1,1,7,1,8,861,375,461,25,45.0,11.0,10.0,30,4,7.5,1,15.0,3.2537960954446854
1428,0,1,4,1,1,352,258,339,37,59.0,15.0,15.0,29,5,9.833333332999999,1,15.0,4.424778761061947
1432,0,1,1,1,8,1189,229,267,31,26.0,5.0,5.0,30,6,3.714285714,1,5.0,1.8726591760299627
1433,1,1,5,0,8,3549,603,628,58,100.0,20.0,20.0,37,28,14.28571429,1,10.0,1.5923566878980893
1434,1,1,5,0,9,892,395,435,88,194.0,16.0,9.0,17,6,9.238095238,1,10.0,2.2988505747126435
1435,1,1,7,1,8,1071,453,478,33,46.0,20.0,20.0,36,9,15.33333333,1,20.0,4.184100418410042
1436,1,1,7,0,8,1651,471,519,59,163.0,24.0,24.0,31,6,6.269230769,1,5.0,0.9633911368015413
1442,0,1,2,1,3,1921,351,413,72,128.0,10.0,3.0,31,22,4.923076923,1,5.0,1.2106537530266344
1445,1,1,4,1,8,0,0,0,25,45.0,10.0,8.0,30,2,6.428571429,1,13.0,inf
1446,1,1,4,1,8,845,338,376,23,20.0,15.0,15.0,36,14,10.0,1,10.0,2.6595744680851063
1451,1,1,4,0,3,699,278,335,57,102.0,10.0,10.0,37,4,7.846153846,1,10.0,2.9850746268656714
1452,1,1,2,1,8,666,315,383,23,28.0,10.0,10.0,31,2,7.0,1,8.0,2.088772845953003
1453,0,1,2,0,2,432,239,300,36,64.0,5.0,4.0,34,3,4.266666667,1,4.0,1.3333333333333335
1455,1,1,1,0,9,1084,483,572,42,57.0,10.0,6.0,33,9,6.333333333,1,6.0,1.048951048951049
1457,0,1,5,1,9,3388,871,913,44,125.0,40.0,40.0,31,2,20.83333333,1,25.0,2.7382256297918945
1460,0,1,2,0,8,742,368,428,16,20.0,20.0,20.0,37,5,20.0,1,20.0,4.672897196261682
1462,0,1,2,0,0,311,220,259,69,99.0,10.0,10.0,35,4,5.5,1,15.0,5.7915057915057915
1466,1,1,7,0,9,3201,679,705,80,370.0,26.0,20.0,37,2,14.8,1,15.0,2.127659574468085
1467,1,1,4,1,6,0,0,0,59,235.0,25.0,15.0,37,11,16.78571429,1,25.0,inf
1468,0,1,5,0,8,484,253,286,22,30.0,20.0,20.0,36,6,15.0,1,20.0,6.993006993006993
1469,0,1,4,0,6,3413,742,771,38,123.0,21.0,15.0,37,4,15.375,1,10.0,1.297016861219196
1471,1,1,3,0,7,827,419,480,61,134.5,12.0,12.0,31,10,6.725,1,8.0,1.6666666666666667
1472,1,1,2,1,8,453,324,347,28,58.0,15.0,15.0,31,5,11.6,1,10.0,2.881844380403458
1474,0,1,2,1,1,232,252,278,69,144.0,8.0,6.0,29,4,4.965517241000001,1,4.0,1.4388489208633095
1479,1,1,2,1,1,485,230,272,57,195.0,19.0,11.0,36,4,13.0,1,12.0,4.411764705882353
1482,1,1,6,0,9,1267,560,612,54,81.0,15.0,15.0,33,15,10.125,1,15.0,2.450980392156863
1485,1,1,4,1,9,4373,814,919,53,127.0,11.0,11.0,29,3,8.466666667,1,9.0,0.9793253536452665
1487,0,1,1,0,8,488,274,304,40,37.5,5.0,5.0,30,10,3.125,1,3.0,0.9868421052631579
1488,0,1,6,1,3,592,282,291,75,109.0,10.0,3.0,34,2,3.516129032,1,5.0,1.718213058419244
1491,1,1,2,1,8,485,318,352,56,123.0,9.0,9.0,30,7,5.857142857,1,7.0,1.9886363636363635
1493,0,1,3,0,4,1109,323,422,63,88.0,17.0,14.0,32,23,9.777777777999999,1,15.0,3.5545023696682465
1494,1,1,5,1,8,615,245,269,17,30.0,20.0,20.0,29,7,15.0,1,21.0,7.806691449814126
1496,0,1,2,0,6,857,404,422,83,218.0,13.0,5.0,21,4,7.785714286,1,7.0,1.6587677725118484
1497,1,1,6,0,8,1160,596,610,33,54.0,13.0,13.0,29,7,9.0,1,12.0,1.9672131147540985
1498,0,1,2,1,0,695,90,125,72,143.0,14.0,14.0,30,15,9.533333333,1,12.0,9.6
1503,1,1,5,1,8,928,458,492,23,41.0,16.0,15.0,31,3,13.66666667,1,12.5,2.540650406504065
1508,1,1,2,0,2,723,311,343,51,169.0,100.0,100.0,30,8,12.07142857,1,6.0,1.749271137026239
1510,1,1,4,1,8,682,416,449,75,126.0,12.0,10.0,31,4,6.631578947,1,5.0,1.1135857461024499
1512,1,1,4,1,8,1272,514,559,46,108.0,12.0,10.0,28,6,7.714285714,1,10.0,1.7889087656529516
1513,1,1,5,1,8,1163,431,483,15,25.0,25.0,25.0,33,5,25.0,1,25.0,5.175983436853002
1523,1,1,3,0,6,774,306,366,50,131.0,25.0,25.0,35,30,18.71428571,1,25.0,6.830601092896176
1525,1,1,4,1,6,562,358,352,59,132.0,14.0,13.0,32,7,9.428571429,1,12.0,3.4090909090909087
1526,0,1,3,1,0,1385,201,293,59,85.0,20.0,10.0,36,7,10.625,1,10.0,3.4129692832764507
1527,0,1,3,0,3,1543,512,530,82,189.0,15.0,13.0,36,3,9.45,1,19.0,3.5849056603773586
1528,0,1,6,1,7,733,484,510,41,165.0,50.0,50.0,37,10,33.0,1,75.0,14.705882352941178
